Name,Event Name,Date,Time,Level,Race Id,Athlete's Club,Entry Club,Place,Seat No.,Seat,Status,Adj. Time
"Gong, Philip",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,St Pauls Sch BC,St Pauls Sch BC,2,2,2,Finished,6:41.709
"Benzecry, Dominic",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,St Pauls Sch BC,St Pauls Sch BC,2,3,3,Finished,6:41.709
"Palmer, Nick",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,St Pauls Sch BC,St Pauls Sch BC,2,4,Stroke,Finished,6:41.709
"Lim, David",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,RGS High Wycombe,RGS High Wycombe,3,1,Bow,Finished,6:46.001
"Huntley, Duncan",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,RGS High Wycombe,RGS High Wycombe,3,2,2,Finished,6:46.001
"Hinves, Benjamin",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,RGS High Wycombe,RGS High Wycombe,3,3,3,Finished,6:46.001
"Forster, James",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,RGS High Wycombe,RGS High Wycombe,3,4,Stroke,Finished,6:46.001
"Cannons, Stanley",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Hinksey Sculling Sch,Hinksey Sculling Sch,4,1,Bow,Finished,6:46.438
"Stanford Meisl, Rafe",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Hinksey Sculling Sch,Hinksey Sculling Sch,4,2,2,Finished,6:46.438
"Clark, Andrew",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Hinksey Sculling Sch,Hinksey Sculling Sch,4,3,3,Finished,6:46.438
"Wakefield, William",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Hinksey Sculling Sch,Hinksey Sculling Sch,4,4,Stroke,Finished,6:46.438
"Hughes, Ryan",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Dulwich Coll,Dulwich Coll,5,1,Bow,Finished,6:50.683
"MacLennan, Benjamin",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Dulwich Coll,Dulwich Coll,5,2,2,Finished,6:50.683
"Wolff, Lennard",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Dulwich Coll,Dulwich Coll,5,3,3,Finished,6:50.683
"Robinson, William",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Dulwich Coll,Dulwich Coll,5,4,Stroke,Finished,6:50.683
"Sheel, Will",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Hinksey Sculling Sch,Hinksey Sculling Sch,6,1,Bow,Finished,7:32.626
"Angiolini, David",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Hinksey Sculling Sch,Hinksey Sculling Sch,6,2,2,Finished,7:32.626
"Rees, Ewart",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Hinksey Sculling Sch,Hinksey Sculling Sch,6,3,3,Finished,7:32.626
"Binnian, Hugo",J18 4x-,6/17/2017,4:50 PM,Final,FINAL D,Hinksey Sculling Sch,Hinksey Sculling Sch,6,4,Stroke,Finished,7:32.626
"Kirk, Archie",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Globe,Globe,0,1,Bow,DNF,
"Watson-Gandy, James",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Globe,Globe,0,2,2,DNF,
"Richardson, Ronald",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Globe,Globe,0,3,3,DNF,
"Howard, Peter",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Globe,Globe,0,4,Stroke,DNF,
"Orr, Anthony",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Oundle Sch,Oundle Sch,1,1,Bow,Finished,6:33.072
"Freij, Zac",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Oundle Sch,Oundle Sch,1,2,2,Finished,6:33.072
"Chapman, Oliver",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Oundle Sch,Oundle Sch,1,3,3,Finished,6:33.072
"Davis Gimeno, Cosmo",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Oundle Sch,Oundle Sch,1,4,Stroke,Finished,6:33.072
"Jonas, Alexander",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Tideway Scullers,Tideway Scullers,2,1,Bow,Finished,6:34.212
"De St Croix, William",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Tideway Scullers,Tideway Scullers,2,2,2,Finished,6:34.212
"Fattouh, Sam",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Tideway Scullers,Tideway Scullers,2,3,3,Finished,6:34.212
"Hill, Alfie",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Tideway Scullers,Tideway Scullers,2,4,Stroke,Finished,6:34.212
"Smith, Teddy",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,St Pauls Sch BC,St Pauls Sch BC,3,1,Bow,Finished,6:35.684
"Calato, Bruno",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,St Pauls Sch BC,St Pauls Sch BC,3,2,2,Finished,6:35.684
"Majumdar, Rohit",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,St Pauls Sch BC,St Pauls Sch BC,3,3,3,Finished,6:35.684
"Kaminov, Alexandre",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,St Pauls Sch BC,St Pauls Sch BC,3,4,Stroke,Finished,6:35.684
"Smith, Dominic",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Sir W Borlase s GS BC,Sir W Borlase s GS BC,4,1,Bow,Finished,6:37.100
"Fisher, Evan",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Sir W Borlase s GS BC,Sir W Borlase s GS BC,4,2,2,Finished,6:37.100
"Jones, Matthew",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Sir W Borlase s GS BC,Sir W Borlase s GS BC,4,3,3,Finished,6:37.100
"Paskins, Ben",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Sir W Borlase s GS BC,Sir W Borlase s GS BC,4,4,Stroke,Finished,6:37.100
"Storey, Milo",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Tideway Scullers,Tideway Scullers,5,1,Bow,Finished,6:37.957
"Mac-Fall, Ambrose",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Tideway Scullers,Tideway Scullers,5,2,2,Finished,6:37.957
"Okuka, Stefan",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Tideway Scullers,Tideway Scullers,5,3,3,Finished,6:37.957
"Lewis, John",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Tideway Scullers,Tideway Scullers,5,4,Stroke,Finished,6:37.957
"Maljkovic, Milan",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Lon Oratory Sch,Lon Oratory Sch,6,1,Bow,Finished,6:38.676
"Dickens, Benjamin",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Lon Oratory Sch,Lon Oratory Sch,6,2,2,Finished,6:38.676
"Plantenga, Marc",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Lon Oratory Sch,Lon Oratory Sch,6,3,3,Finished,6:38.676
"Sinclair, Alexander",J18 4x-,6/17/2017,5:00 PM,Final,FINAL C,Lon Oratory Sch,Lon Oratory Sch,6,4,Stroke,Finished,6:38.676
"Devereux, Miles",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Star & Arrow,Star & Arrow,1,1,Bow,Finished,6:21.960
"Butcher, Hadley",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Star & Arrow,Star & Arrow,1,2,2,Finished,6:21.960
"Willis, Joe",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Star & Arrow,Star & Arrow,1,3,3,Finished,6:21.960
"Smeeton, Benjamin",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Star & Arrow,Star & Arrow,1,4,Stroke,Finished,6:21.960
"Taylor, Oliver",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Henley RC,Henley RC,2,1,Bow,Finished,6:22.554
"Swinburn, James",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Henley RC,Henley RC,2,2,2,Finished,6:22.554
"Turnell, Bruce",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Henley RC,Henley RC,2,3,3,Finished,6:22.554
"Issa, Balthasar",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Henley RC,Henley RC,2,4,Stroke,Finished,6:22.554
"O'Mahony, Sean",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Maidenhead RC,Maidenhead RC,3,1,Bow,Finished,6:24.713
"Somerville, Daniel",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Maidenhead RC,Maidenhead RC,3,2,2,Finished,6:24.713
"Smith, William",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Maidenhead RC,Maidenhead RC,3,3,3,Finished,6:24.713
"O'Connor, Ethan",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Maidenhead RC,Maidenhead RC,3,4,Stroke,Finished,6:24.713
"Crouchley, George",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Northwich RC,Northwich RC,4,1,Bow,Finished,6:25.325
"Dudley, Kevin",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Northwich RC,Northwich RC,4,2,2,Finished,6:25.325
"Coffey, Rhys",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Northwich RC,Northwich RC,4,3,3,Finished,6:25.325
"Burke, Joshua",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Northwich RC,Northwich RC,4,4,Stroke,Finished,6:25.325
"Potter, Ruairi",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,George Watsons Coll,George Watsons Coll,5,1,Bow,Finished,6:27.750
"Milne, Alexander",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,George Watsons Coll,George Watsons Coll,5,2,2,Finished,6:27.750
"Chisholm, Alexander",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,George Watsons Coll,George Watsons Coll,5,3,3,Finished,6:27.750
"Mainland, Fergus",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,George Watsons Coll,George Watsons Coll,5,4,Stroke,Finished,6:27.750
"Smith, Aidan",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Marlow RC,Marlow RC,6,1,Bow,Finished,6:29.975
"Marshall, Luke",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Marlow RC,Marlow RC,6,2,2,Finished,6:29.975
"Long, Joe",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Marlow RC,Marlow RC,6,3,3,Finished,6:29.975
"Treasure, Will",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Marlow RC,Marlow RC,6,4,Stroke,Finished,6:29.975
"Kavanagh, Sam",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Bedford Modern Sch,Bedford Modern Sch,7,1,Bow,Finished,6:30.459
"Mulkerrins, Glen",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Bedford Modern Sch,Bedford Modern Sch,7,2,2,Finished,6:30.459
"Ventisei, Alex",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Bedford Modern Sch,Bedford Modern Sch,7,3,3,Finished,6:30.459
"Colliver, Jack",J18 4x-,6/17/2017,5:05 PM,Final,FINAL B,Bedford Modern Sch,Bedford Modern Sch,7,4,Stroke,Finished,6:30.459
"Rowe, Harrison",J18 4x-,6/17/2017,5:10 PM,Final,Final,Maidenhead RC,Maidenhead RC,1,1,Bow,Finished,6:08.346
"Kemp, Elliott",J18 4x-,6/17/2017,5:10 PM,Final,Final,Maidenhead RC,Maidenhead RC,1,2,2,Finished,6:08.346
"Marshall, Edoardo",J18 4x-,6/17/2017,5:10 PM,Final,Final,Maidenhead RC,Maidenhead RC,1,3,3,Finished,6:08.346
"Kleshnev, Victor",J18 4x-,6/17/2017,5:10 PM,Final,Final,Maidenhead RC,Maidenhead RC,1,4,Stroke,Finished,6:08.346
"Dubin, Will",J18 4x-,6/17/2017,5:10 PM,Final,Final,Westminster Sch,Westminster Sch,2,1,Bow,Finished,6:08.786
"Jones, Henry",J18 4x-,6/17/2017,5:10 PM,Final,Final,Westminster Sch,Westminster Sch,2,2,2,Finished,6:08.786
"Allen, William",J18 4x-,6/17/2017,5:10 PM,Final,Final,Westminster Sch,Westminster Sch,2,3,3,Finished,6:08.786
"Santos, Pedro",J18 4x-,6/17/2017,5:10 PM,Final,Final,Westminster Sch,Westminster Sch,2,4,Stroke,Finished,6:08.786
"Baker, Sam",J18 4x-,6/17/2017,5:10 PM,Final,Final,Globe,Globe,3,1,Bow,Finished,6:14.544
"Offiler, Jake",J18 4x-,6/17/2017,5:10 PM,Final,Final,Globe,Globe,3,2,2,Finished,6:14.544
"Sullivan, Callum",J18 4x-,6/17/2017,5:10 PM,Final,Final,Globe,Globe,3,3,3,Finished,6:14.544
"Sullivan, Dominic",J18 4x-,6/17/2017,5:10 PM,Final,Final,Globe,Globe,3,4,Stroke,Finished,6:14.544
"Herring, Isaac",J18 4x-,6/17/2017,5:10 PM,Final,Final,Gloucester Hartpury,Gloucester Hartpury,4,1,Bow,Finished,6:15.016
"James, Jacob",J18 4x-,6/17/2017,5:10 PM,Final,Final,Gloucester Hartpury,Gloucester Hartpury,4,2,2,Finished,6:15.016
"Cartwright, James",J18 4x-,6/17/2017,5:10 PM,Final,Final,Gloucester Hartpury,Gloucester Hartpury,4,3,3,Finished,6:15.016
"Heath, Alfred",J18 4x-,6/17/2017,5:10 PM,Final,Final,Gloucester Hartpury,Gloucester Hartpury,4,4,Stroke,Finished,6:15.016
"Hatteland-Dunn, Luke",J18 4x-,6/17/2017,5:10 PM,Final,Final,Tideway Scullers,Tideway Scullers,5,1,Bow,Finished,6:15.532
"Christie, Cameron",J18 4x-,6/17/2017,5:10 PM,Final,Final,Tideway Scullers,Tideway Scullers,5,2,2,Finished,6:15.532
"Jonas, Marcus",J18 4x-,6/17/2017,5:10 PM,Final,Final,Tideway Scullers,Tideway Scullers,5,3,3,Finished,6:15.532
"Joss, Laurence",J18 4x-,6/17/2017,5:10 PM,Final,Final,Tideway Scullers,Tideway Scullers,5,4,Stroke,Finished,6:15.532
"McChesney, Oliver",J18 4x-,6/17/2017,5:10 PM,Final,Final,Latymer Upper Sch,Latymer Upper Sch,6,1,Bow,Finished,6:16.629
"Mayhew, Nicholas",J18 4x-,6/17/2017,5:10 PM,Final,Final,Latymer Upper Sch,Latymer Upper Sch,6,2,2,Finished,6:16.629
"Morgan, Matthew",J18 4x-,6/17/2017,5:10 PM,Final,Final,Latymer Upper Sch,Latymer Upper Sch,6,3,3,Finished,6:16.629
"Phelps, James",J18 4x-,6/17/2017,5:10 PM,Final,Final,Latymer Upper Sch,Latymer Upper Sch,6,4,Stroke,Finished,6:16.629
"Daniell, Christopher",J18 4x-,6/17/2017,5:10 PM,Final,Final,Star & Arrow,Star & Arrow,7,1,Bow,Finished,6:17.894
"Whitfield, Oliver",J18 4x-,6/17/2017,5:10 PM,Final,Final,Star & Arrow,Star & Arrow,7,2,2,Finished,6:17.894
"Few, David",J18 4x-,6/17/2017,5:10 PM,Final,Final,Star & Arrow,Star & Arrow,7,3,3,Finished,6:17.894
"Placidi, Thomas",J18 4x-,6/17/2017,5:10 PM,Final,Final,Star & Arrow,Star & Arrow,7,4,Stroke,Finished,6:17.894
"Marlow, Alex",Championship 2x,6/17/2017,5:15 PM,Final,FINAL B,Maidstone Invicta,Maidstone Invicta,0,1,Bow,DNS,
"Nichols, Richard",Championship 2x,6/17/2017,5:15 PM,Final,FINAL B,Maidstone Invicta,Maidstone Invicta,0,2,Stroke,DNS,
"Bavage, Alexander",Championship 2x,6/17/2017,5:15 PM,Final,FINAL B,Oxford Brookes Univ,Oxford Brookes Univ,1,1,Bow,Finished,7:11.290
"Martinez, Matthew",Championship 2x,6/17/2017,5:15 PM,Final,FINAL B,Oxford Brookes Univ,Oxford Brookes Univ,1,2,Stroke,Finished,7:11.290
"Harris, John",Championship 2x,6/17/2017,5:15 PM,Final,FINAL B,Cambridge 99,Cambridge 99,2,1,Bow,Finished,7:21.460
"Wagenaar, Henk-Jaap",Championship 2x,6/17/2017,5:15 PM,Final,FINAL B,Cambridge 99,Cambridge 99,2,2,Stroke,Finished,7:21.460
"Woodfine, Simon",Championship 2x,6/17/2017,5:20 PM,Final,Final,Vesta RC,Vesta RC,1,1,Bow,Finished,6:50.248
"Bond, Harry",Championship 2x,6/17/2017,5:20 PM,Final,Final,Vesta RC,Vesta RC,1,2,Stroke,Finished,6:50.248
"Davies, Joshua",Championship 2x,6/17/2017,5:20 PM,Final,Final,Huntingdon,Huntingdon,2,1,Bow,Finished,6:54.819
"Mitchell-Dwelly, Fergus",Championship 2x,6/17/2017,5:20 PM,Final,Final,Huntingdon,Huntingdon,2,2,Stroke,Finished,6:54.819
"Floyd, Hamish",Championship 2x,6/17/2017,5:20 PM,Final,Final,Upper Thames RC,Upper Thames RC,3,1,Bow,Finished,6:59.297
"Rennie, Adam",Championship 2x,6/17/2017,5:20 PM,Final,Final,Upper Thames RC,Upper Thames RC,3,2,Stroke,Finished,6:59.297
"Bryning, Jacob",Championship 2x,6/17/2017,5:20 PM,Final,Final,Cardiff City,Cardiff City,4,1,Bow,Finished,7:01.644
"Gibbons, Ollie",Championship 2x,6/17/2017,5:20 PM,Final,Final,Cardiff City,Cardiff City,4,2,Stroke,Finished,7:01.644
"Dunley, James",Championship 2x,6/17/2017,5:20 PM,Final,Final,Tideway Scullers,Tideway Scullers,5,1,Bow,Finished,7:03.933
"Keech, Jack",Championship 2x,6/17/2017,5:20 PM,Final,Final,Tideway Scullers,Tideway Scullers,5,2,Stroke,Finished,7:03.933
"Thomas, Pierre",Championship 2x,6/17/2017,5:20 PM,Final,Final,Fulham Reach,Fulham Reach,6,1,Bow,Finished,7:05.950
"Fielder, Tom",Championship 2x,6/17/2017,5:20 PM,Final,Final,Fulham Reach,Fulham Reach,6,2,Stroke,Finished,7:05.950
"Cannon, Sean",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Univ Coll Lon BC,Univ Coll Lon BC,1,0,Coxswain,Finished,6:29.925
"Holle, Maximilian",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Univ Coll Lon BC,Univ Coll Lon BC,1,1,Bow,Finished,6:29.925
"McDonald, Patrick",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Univ Coll Lon BC,Univ Coll Lon BC,1,2,2,Finished,6:29.925
"Farthing, Rob",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Univ Coll Lon BC,Univ Coll Lon BC,1,3,3,Finished,6:29.925
"Tranholm-Mikkelsen, Nikolaj",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Univ Coll Lon BC,Univ Coll Lon BC,1,4,4,Finished,6:29.925
"Sharma, Shay",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Univ Coll Lon BC,Univ Coll Lon BC,1,5,5,Finished,6:29.925
"Fawcett, Theodore",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Univ Coll Lon BC,Univ Coll Lon BC,1,6,6,Finished,6:29.925
"Simaitis, Joris",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Univ Coll Lon BC,Univ Coll Lon BC,1,7,7,Finished,6:29.925
"Ren, Jack",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Univ Coll Lon BC,Univ Coll Lon BC,1,8,Stroke,Finished,6:29.925
"Wilcox, Shona",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Bristol Univ,Bristol Univ,2,0,Coxswain,Finished,6:37.239
"Alexander, Sean",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Bristol Univ,Bristol Univ,2,1,Bow,Finished,6:37.239
"Fradd, Jack",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Bristol Univ,Bristol Univ,2,2,2,Finished,6:37.239
"Kilgour, George",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Bristol Univ,Bristol Univ,2,3,3,Finished,6:37.239
"Hogben, James",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Bristol Univ,Bristol Univ,2,4,4,Finished,6:37.239
"Baker, Harry",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Bristol Univ,Bristol Univ,2,5,5,Finished,6:37.239
"Firth, Angus",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Bristol Univ,Bristol Univ,2,6,6,Finished,6:37.239
"Feakes, William",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Bristol Univ,Bristol Univ,2,7,7,Finished,6:37.239
"Sykes, Tom",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Bristol Univ,Bristol Univ,2,8,Stroke,Finished,6:37.239
"Carter, Hannah",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Liverpool Univ BC,Liverpool Univ BC,3,0,Coxswain,Finished,6:39.351
"Norton, Jonny",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Liverpool Univ BC,Liverpool Univ BC,3,1,Bow,Finished,6:39.351
"Tucker, Daniel",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Liverpool Univ BC,Liverpool Univ BC,3,2,2,Finished,6:39.351
"Brown, James",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Liverpool Univ BC,Liverpool Univ BC,3,3,3,Finished,6:39.351
"Overfield, Daniel",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Liverpool Univ BC,Liverpool Univ BC,3,4,4,Finished,6:39.351
"Cerulus, Nicolas",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Liverpool Univ BC,Liverpool Univ BC,3,5,5,Finished,6:39.351
"Moss, Alex",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Liverpool Univ BC,Liverpool Univ BC,3,6,6,Finished,6:39.351
"Simons, Jordan",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Liverpool Univ BC,Liverpool Univ BC,3,7,7,Finished,6:39.351
"Thorne, James",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,Liverpool Univ BC,Liverpool Univ BC,3,8,Stroke,Finished,6:39.351
"Elliott, Christina",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,United Hospitals Boat Club,United Hospitals Boat Club,4,0,Coxswain,Finished,6:43.876
"Isola, Patrick",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,United Hospitals Boat Club,United Hospitals Boat Club,4,1,Bow,Finished,6:43.876
"Hasanic, Alan",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,United Hospitals Boat Club,United Hospitals Boat Club,4,2,2,Finished,6:43.876
"Fischer, Florian",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,United Hospitals Boat Club,United Hospitals Boat Club,4,3,3,Finished,6:43.876
"Gilbert, Steven",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,United Hospitals Boat Club,United Hospitals Boat Club,4,4,4,Finished,6:43.876
"Ghilardi, Marco",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,United Hospitals Boat Club,United Hospitals Boat Club,4,5,5,Finished,6:43.876
"Habib, Saad",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,United Hospitals Boat Club,United Hospitals Boat Club,4,6,6,Finished,6:43.876
"Law, Christopher",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,United Hospitals Boat Club,United Hospitals Boat Club,4,7,7,Finished,6:43.876
"Dolly, Shaman",University/College 8+,6/17/2017,5:25 PM,Final,FINAL C,United Hospitals Boat Club,United Hospitals Boat Club,4,8,Stroke,Finished,6:43.876
"Orpe-Hudson, Courtney",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,"Manchester, The Univ BC","Manchester, The Univ BC",0,0,Coxswain,DNS,
"Robinson Ranger, James",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,"Manchester, The Univ BC","Manchester, The Univ BC",0,1,Bow,DNS,
"McEwen, Miles",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,"Manchester, The Univ BC","Manchester, The Univ BC",0,2,2,DNS,
"Cuffe, Harry",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,"Manchester, The Univ BC","Manchester, The Univ BC",0,3,3,DNS,
"Ehandi, Daniel",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,"Manchester, The Univ BC","Manchester, The Univ BC",0,4,4,DNS,
"Baylis, Sebastian",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,"Manchester, The Univ BC","Manchester, The Univ BC",0,5,5,DNS,
"Blenkinsop, Philip",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,"Manchester, The Univ BC","Manchester, The Univ BC",0,6,6,DNS,
"Bland, William",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,"Manchester, The Univ BC","Manchester, The Univ BC",0,7,7,DNS,
"Gregory, Bertie",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,"Manchester, The Univ BC","Manchester, The Univ BC",0,8,Stroke,DNS,
"Patel, Yash",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Sheffield Univ,Sheffield Univ,1,0,Coxswain,Finished,6:19.298
"Aston, Thomas",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Sheffield Univ,Sheffield Univ,1,1,Bow,Finished,6:19.298
"Waller, Archie",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Sheffield Univ,Sheffield Univ,1,2,2,Finished,6:19.298
"Dawidek, Richard",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Sheffield Univ,Sheffield Univ,1,3,3,Finished,6:19.298
"Vuylsteke, Adrian",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Sheffield Univ,Sheffield Univ,1,4,4,Finished,6:19.298
"Fox, Louis",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Sheffield Univ,Sheffield Univ,1,5,5,Finished,6:19.298
"Streeter, Gareth",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Sheffield Univ,Sheffield Univ,1,6,6,Finished,6:19.298
"Brown, Jamie",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Sheffield Univ,Sheffield Univ,1,7,7,Finished,6:19.298
"Tredget, Daniel",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Sheffield Univ,Sheffield Univ,1,8,Stroke,Finished,6:19.298
"Grayson, Charlotte",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Imperial Coll,Imperial Coll,2,0,Coxswain,Finished,6:21.367
"Kegler, Ian",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Imperial Coll,Imperial Coll,2,1,Bow,Finished,6:21.367
"Wilson, James",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Imperial Coll,Imperial Coll,2,2,2,Finished,6:21.367
"Simmonds, David",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Imperial Coll,Imperial Coll,2,3,3,Finished,6:21.367
"Layton, Matthew",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Imperial Coll,Imperial Coll,2,4,4,Finished,6:21.367
"Hambrook, Ben",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Imperial Coll,Imperial Coll,2,5,5,Finished,6:21.367
"McElroy, Matthew",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Imperial Coll,Imperial Coll,2,6,6,Finished,6:21.367
"Uglow, Harry",University/College 8+,6/17/2017,5:30 PM,Final,FINAL B,Imperial Coll,Imperial Coll,2,7,7,Finished,6:21.367
